ap,ep,sinip,astar,iz
2.7854,0.0791,0.0728,0.067,-0.03
2.3009,0.08,0.07,0.161,-0.39
3.1621,0.1183,0.0708,0.023,-0.01
3.0512,0.1122,0.2125,0.098,0.02
2.3789,0.0708,0.046,0.192,-0.02
2.5969,0.1424,0.2359,0.192,-0.03
2.983,0.069,0.1774,0.076,0.03
2.8939,0.0374,0.0383,0.063,0.01
2.9117,0.0527,0.0357,0.036,-0.05
2.4482,0.1309,0.0962,-0.031,0.02
3.0216,0.11,0.065,-0.218,-0.03
2.5308,0.1442,0.0914,0.135,0
2.6757,0.1462,0.2241,0.161,-0.03
3.0118,0.048,0.1741,0.063,0.07
3.1721,0.061,0.1571,-0.138,0.05
2.9983,0.0628,0.1747,0.094,0.05
2.7247,0.1046,0.1576,0.152,-0.08
3.0541,0.1142,0.1955,0.148,0.02
2.8589,0.1262,0.2198,0.023,0.13
3.1167,0.1964,0.2911,0.161,0.05
2.5737,0.0942,0.2606,0.139,-0.13
2.8597,0.213,0.24,0.165,-0.03
3.0922,0.1907,0.2221,-0.04,0.11
2.5805,0.1381,0.2617,0.125,-0.15
2.9979,0.0854,0.1755,0.107,0.04
3.0056,0.0792,0.1763,0.072,-0.11
2.8374,0.0504,0.0376,0.089,0.14
2.3608,0.1833,0.0093,0.103,-0.13
3.1495,0.145,0.0216,-0.062,0.02
3.1937,0.1688,0.0256,-0.098,0.06
2.9057,0.0624,0.0351,1.064,-0.81
2.2538,0.1356,0.0636,0.25,-0.05
2.5709,0.1614,0.2325,0.152,-0.06
2.7289,0.2594,0.1591,-0.084,0.05
2.6058,0.1362,0.2373,0.103,-0.01
3.008,0.0697,0.1803,0.001,0.05
2.9872,0.0836,0.1814,0.027,0.11
2.7334,0.0922,0.2449,-0.049,-0.09
2.537,0.137,0.188,0.09,-0.06
2.6495,0.166,0.2005,-0.151,-0.02
2.5712,0.1673,0.1328,0.112,-0.11
3.1154,0.0716,0.1796,-0.004,0.18
2.6559,0.147,0.2264,0.099,-0.02
3.123,0.1308,0.0221,-0.062,0.06
3.019,0.0626,0.0369,0.103,0.03
2.3375,0.1736,0.1114,0.112,0
2.9176,0.0669,0.0367,0.063,0.02
2.7575,0.1856,0.2844,0.152,-0.07
2.3687,0.0624,0.0947,0.161,-0.05
2.6855,0.2137,0.2266,0.054,0.03
2.5619,0.0905,0.2627,0.143,-0.02
2.3319,0.0983,0.1197,0.072,-0.26
3.0745,0.1672,0.1391,0.045,0
2.2216,0.2028,0.0868,0.183,-0.14
2.7389,0.1216,0.2453,-0.098,0.07
3.4086,0.1102,0.1653,-0.062,-0.03
2.4401,0.1434,0.0517,-0.085,0.11
3.183,0.1339,0.0238,-0.093,0.02
2.9008,0.0543,0.0368,0.107,0
3.0783,0.0895,0.167,-0.004,0.09
2.5543,0.1442,0.2331,-0.004,0.12
3.009,0.1072,0.1646,0.018,0.08
3.0643,0.2103,0.2317,0.148,0.14
3.1639,0.0753,0.2753,-0.058,-0.02
3.2108,0.0192,0.2079,0.023,0.2
2.6804,0.2401,0.2153,-0.097,-0.02
2.3743,0.1696,0.1272,0.17,-0.08
2.9708,0.0376,0.1641,0.054,0.11
3.1834,0.1417,0.0981,-0.049,-0.12
2.7465,0.1229,0.1255,0.072,0.07
2.4718,0.1414,0.0985,0.259,-0.49
3.0759,0.0763,0.0711,-0.116,0.08
2.3781,0.0613,0.0609,0.219,-0.08
2.9927,0.0822,0.1789,0.107,0.15
3.157,0.1581,0.0189,-0.071,0.04
2.2871,0.1388,0.0356,0.156,-0.32
3.2174,0.0962,0.2849,0.054,0.12
3.3878,0.0666,0.2047,0.125,0.25
2.6088,0.1548,0.2253,0.112,0.05
2.5704,0.1466,0.2335,0.081,-0.23
2.5449,0.1744,0.1168,0.081,0.03
2.602,0.1174,0.2533,0.09,-0.13
2.6356,0.1033,0.2574,0.21,0.06
2.6932,0.2699,0.2044,-0.138,0.02
2.6929,0.0286,0.1911,0.045,0.06
2.5559,0.1655,0.1463,0.108,-0.09
3.1561,0.0301,0.1886,0.193,-0.03
2.1976,0.1146,0.085,0.201,-0.04
2.7428,0.04,0.092,0.041,-0.02
3.0712,0.1896,0.0562,-0.129,-0.04
3.0959,0.1375,0.0232,-0.107,0.04
3.1684,0.1478,0.0263,-0.12,0.05
2.7984,0.1297,0.1556,0.067,0.07
3.2013,0.148,0.0277,-0.076,-0.02
2.9901,0.0243,0.1771,0.027,-0.02
2.555,0.2586,0.1255,0.094,-0.04
3.1856,0.2585,0.2616,-0.044,0.06
3.1544,0.1061,0.1021,-0.107,0.06
2.2397,0.1229,0.0835,0.134,-0.02
2.5923,0.1591,0.1295,0.094,-0.05
2.562,0.15,0.2673,0.099,-0.04
3.0684,0.0731,0.1662,0.023,0.04
2.8114,0.1774,0.1717,0.117,0.1
2.6307,0.1456,0.2316,0.112,-0.04
2.8589,0.1262,0.2198,0.006,0.13
3.1515,0.0692,0.186,0.094,0.07
2.6058,0.1362,0.2373,0.08,0.06
2.9798,0.074,0.1777,0.103,0.06
3.2113,0.0404,0.2006,0.121,0.03
3.1938,0.0718,0.2656,-0.031,0.09
3.0885,0.1019,0.1441,-0.062,-0.05
3.0231,0.073,0.1768,0.125,0.02
2.601,0.1522,0.2582,0.219,0.04
3.1978,0.1291,0.2865,-0.142,0.03
2.6239,0.2182,0.2104,-0.129,0.01
2.7549,0.1195,0.163,0.107,-0.02
3.0712,0.0689,0.2716,0.054,0.07
3.168,0.0624,0.1603,-0.098,0.02
3.0627,0.2849,0.1691,-0.133,0.03
3.1658,0.0917,0.2808,-0.022,0
3.1121,0.0515,0.2298,-0.165,0
2.5716,0.1592,0.2386,0.112,0.07
2.5406,0.1505,0.2309,0.152,0.08
2.4426,0.1108,0.1101,0.072,-0.24
3.1621,0.1183,0.0708,0.023,0.05
3.0512,0.1122,0.2125,0.09,0.04
2.9303,0.0888,0.1348,-0.004,-0.02
2.6528,0.0776,0.2156,-0.111,0.03
3.1299,0.2002,0.2994,0.174,0.02
3.1686,0.1503,0.0264,-0.08,-0.02
3.1749,0.1314,0.0332,-0.084,-0.07
3.0519,0.0836,0.1821,0.032,0
2.2297,0.1086,0.1031,0.228,-0.13
2.6757,0.1462,0.2241,0.148,-0.06
2.8114,0.1774,0.1717,0.188,-0.06
2.8589,0.1262,0.2198,0.054,0.09
2.6317,0.101,0.2667,0.148,-0.04
2.5737,0.0942,0.2606,0.148,0.04
3.0955,0.033,0.2388,-0.048,0.04
2.5922,0.1555,0.2364,0.157,-0.01
3.0688,0.1659,0.2411,0.001,0.19
3.0351,0.0702,0.1643,0.081,0.04
2.2483,0.1432,0.1277,0.143,0
2.9979,0.0854,0.1755,0.13,0.02
3.1663,0.0627,0.1597,-0.058,0.02
2.256,0.1558,0.0392,0.161,-0.03
3.0056,0.0792,0.1763,0.107,0
2.8374,0.0504,0.0376,0.068,0.01
3.2083,0.1256,0.0921,-0.124,-0.01
2.2558,0.1328,0.0444,0.001,0
3.0967,0.1133,0.1206,-0.08,0.04
3.0938,0.158,0.0327,-0.147,-0.02
2.6384,0.1467,0.2374,0.151,-0.04
2.2538,0.1356,0.0636,0.17,-0.07
2.3716,0.0936,0.1078,0.063,-0.22
2.9949,0.0615,0.1671,0.099,0.03
2.9875,0.0811,0.1878,-0.017,0
3.1515,0.0692,0.186,-0.934,1.72
2.6058,0.1362,0.2373,-0.894,0.62
3.2113,0.0404,0.2006,0.188,-0.04
2.7334,0.0922,0.2449,-0.129,0.1
3.0455,0.1079,0.187,0.05,0.04
3.0846,0.2012,0.213,-0.067,0.09
2.5712,0.1673,0.1328,0.143,-0.17
2.6559,0.147,0.2264,0.121,-0.02
2.6094,0.2624,0.0937,0.152,-0.09
2.7724,0.1422,0.0657,0.143,-0.07
3.0195,0.0812,0.1764,0.067,0.01
3.123,0.1308,0.0221,-0.151,0.06
2.98,0.1329,0.0171,-0.134,-0.06
3.1389,0.1537,0.0198,-0.089,0.04
3.019,0.0626,0.0369,0.103,-0.01
2.6638,0.1724,0.0381,-0.027,0.06
3.1969,0.1135,0.1092,-0.076,0.12
2.279,0.1581,0.0952,0.174,-0.04
2.7575,0.1856,0.2844,0.21,-0.14
3.0651,0.0664,0.1635,0.071,-0.01
2.3687,0.0624,0.0947,0.165,-0.09
3.0885,0.1019,0.1441,-1.167,1.27
2.601,0.1522,0.2582,0.188,0.03
3.1978,0.1291,0.2865,-0.116,-0.01
2.9792,0.1569,0.2516,-0.147,0.03
2.5589,0.0999,0.2619,0.107,-0.13
3.0731,0.0848,0.2055,0.063,-0.03
3.1413,0.0417,0.1995,0.353,-0.07
3.0061,0.0592,0.1725,0.085,0.04
2.9441,0.0884,0.1284,0.036,0.16
2.7389,0.1216,0.2453,-0.067,0.05
2.958,0.0536,0.2369,-0.049,0.08
3.4995,0.0623,0.1717,-0.125,0.12
3.4086,0.1102,0.1653,-0.062,0.04
2.3663,0.1851,0.1499,0.112,0.02
3.1923,0.2127,0.1751,0.076,0.1
2.7058,0.0375,0.0432,0.165,-0.01
2.9013,0.0458,0.0354,0.063,-0.07
3.0105,0.0608,0.1592,0.107,-0.02
2.5543,0.1442,0.2331,0.067,0.09
3.0842,0.1291,0.1395,-0.071,0.05
3.009,0.1072,0.1646,-0.179,0.45
2.7549,0.1195,0.163,0.085,-0.04
3.0712,0.0689,0.2716,0.098,0
3.1159,0.11,0.2362,-0.048,0.09
3.2108,0.0192,0.2079,0.014,0.07
2.9708,0.0376,0.1641,0.059,0.02
3.1834,0.1417,0.0981,-0.129,0.09
2.4718,0.1414,0.0985,0.245,-0.45
3.0759,0.0763,0.0711,-0.063,0.06
3.1813,0.1521,0.0388,-0.076,0.04
3.2029,0.1611,0.0176,-0.107,-0.04
2.9986,0.0855,0.191,0.032,0.08
2.392,0.0976,0.1086,0.112,-0.23
2.4742,0.0653,0.094,0.13,-0.31
3.1062,0.1168,0.106,-0.107,0.01
3.157,0.1581,0.0189,-0.085,-0.02
2.6537,0.202,0.0518,0.036,0.07
2.2722,0.1488,0.1007,0.187,-0.01
3.3878,0.0666,0.2047,0.152,0.1
2.6088,0.1548,0.2253,0.143,-0.03
2.5704,0.1466,0.2335,0.121,-0.01
3.0627,0.2849,0.1691,-0.93,0.93
2.6356,0.1033,0.2574,0.174,0.03
2.5974,0.146,0.2385,0.148,0.02
2.583,0.1506,0.2047,0.161,-0.07
2.3944,0.0921,0.1176,0.09,-0.28
3.3596,0.1286,0.1964,0.116,-0.04
2.7613,0.1103,0.2137,0.17,-0.06
3.0712,0.1896,0.0562,-0.098,-0.02
2.7632,0.0888,0.0468,0.063,0.12
3.2213,0.1502,0.0237,-0.124,0.03
2.6715,0.1518,0.2435,0.174,-0.04
2.7984,0.1297,0.1556,0.036,0.07
2.4075,0.1568,0.0254,0.13,-0.08
3.1349,0.1476,0.0185,-0.044,-0.06
2.6322,0.186,0.0777,0.121,-0.05
3.1735,0.0675,0.1655,-0.093,0.03
3.1679,0.1516,0.0221,-0.125,0.01
2.555,0.2586,0.1255,0.09,-0.1
2.9936,0.0526,0.1824,0.107,0
3.1544,0.1061,0.1021,-0.08,-0.01
2.2397,0.1229,0.0835,0.179,-0.26
3.125,0.1329,0.1229,0.058,0.02
2.5923,0.1591,0.1295,0.165,-0.09
2.562,0.15,0.2673,0.183,-0.04
3.1658,0.0917,0.2808,0.921,-0.68
3.0684,0.0731,0.1662,0.125,-0.05
3.1121,0.0515,0.2298,-0.116,-0.09
2.8062,0.2066,0.1188,-0.08,0.01
3.0118,0.048,0.1741,0.121,-0.08
3.1721,0.061,0.1571,-0.084,-0.03
2.9983,0.0628,0.1747,0.054,-0.04
2.9798,0.074,0.1777,0.094,0.05
2.7247,0.1046,0.1576,0.134,-0.06
3.0541,0.1142,0.1955,0.143,0.06
3.1167,0.1964,0.2911,0.135,0.05
3.008,0.0697,0.1803,0.054,-0.01
2.9872,0.0836,0.1814,0.054,-0.03
3.0231,0.073,0.1768,0.081,0
2.6239,0.2182,0.2104,2.123,-4.04
3.1729,0.0679,0.1632,-0.085,0.01
2.6855,0.2137,0.2266,0.117,-0.08
3.0755,0.0329,0.2163,-0.089,0.06
3.168,0.0624,0.1603,-0.107,0.02
2.7536,0.1343,0.156,0.121,-0.05
2.5449,0.1744,0.1168,0.237,-0.11
2.602,0.1174,0.2533,0.139,-0.08
2.6932,0.2699,0.2044,-0.098,-0.01
2.6929,0.0286,0.1911,0.103,0.12
2.8,0.23,0.2874,0.023,-0.01
3.1191,0.1955,0.2901,0.272,0.04
3.1231,0.2031,0.2865,0.308,0.05
3.0955,0.033,0.2388,-0.044,0.01
3.0599,0.1888,0.2784,0.054,-0.11
2.2483,0.1432,0.1277,0.179,-0.03
3.2246,0.1259,0.2222,-0.071,0.07
3.0186,0.0894,0.1771,0.098,0
2.4368,0.1136,0.1194,0.179,-0.19
3.1663,0.0627,0.1597,-0.053,0.07
2.7854,0.0791,0.0728,0.098,-0.12
2.3009,0.08,0.07,0.147,-0.4
2.3789,0.0708,0.046,0.219,-0.06
2.5969,0.1424,0.2359,0.165,-0.1
3.0914,0.1354,0.037,-0.098,0
2.983,0.069,0.1774,0.09,-0.07
2.8939,0.0374,0.0383,0.103,-0.03
2.4482,0.1309,0.0962,-0.018,-0.02
3.2134,0.1489,0.0249,-0.089,-0.07
3.0216,0.11,0.065,-0.071,-0.06
2.3716,0.0936,0.1078,0.077,-0.22
2.5308,0.1442,0.0914,0.094,-0.01
2.6061,0.0836,0.0843,0.406,-0.1
2.8062,0.2066,0.1188,-0.066,0
2.9949,0.0615,0.1671,0.051,-0.06
3.0118,0.048,0.1741,0.125,-0.1
2.9875,0.0811,0.1878,0.032,0
3.1721,0.061,0.1571,-0.071,0.09
2.9983,0.0628,0.1747,0.152,-0.04
2.6058,0.1362,0.2373,0.076,0.03
2.9798,0.074,0.1777,0.112,0.03
2.7247,0.1046,0.1576,0.08,0.01
3.2113,0.0404,0.2006,-0.178,0.23
3.1167,0.1964,0.2911,0.005,0.25
2.8597,0.213,0.24,0.135,-0.05
3.0922,0.1907,0.2221,0.023,-0.01
2.5639,0.0456,0.2298,0.183,-0.04
3.1036,0.209,0.2382,-0.071,-0.05
2.5805,0.1381,0.2617,0.068,-0.06
2.4178,0.044,0.1038,0.214,-0.38
2.98,0.1329,0.0171,-0.102,-0.04
3.1389,0.1537,0.0198,-0.107,0.04
3.0981,0.1501,0.0859,-0.125,0
3.1937,0.1688,0.0256,-0.111,0
2.9057,0.0624,0.0351,0.125,-0.1
2.3124,0.2027,0.1338,0.103,0.12
2.5709,0.1614,0.2325,0.165,-0.03
2.7289,0.2594,0.1591,-0.04,0.06
2.7575,0.1856,0.2844,0.126,-0.09
3.0885,0.1019,0.1441,-0.071,0
2.9872,0.0836,0.1814,0.223,-0.08
3.0231,0.073,0.1768,0.125,-0.02
2.6239,0.2182,0.2104,-0.187,0.07
2.9792,0.1569,0.2516,-0.102,0.01
2.5589,0.0999,0.2619,0.116,0
2.537,0.137,0.188,0.085,-0.03
3.0731,0.0848,0.2055,-0.013,0.06
2.6495,0.166,0.2005,-0.067,0
3.1154,0.0716,0.1796,0.023,0.06
2.8361,0.0385,0.0402,0.058,-0.05
2.7058,0.0375,0.0432,0.871,0.26
2.3375,0.1736,0.1114,0.081,-0.04
2.3752,0.1754,0.0617,-0.013,-0.01
2.9176,0.0669,0.0367,0.099,-0.1
2.6511,0.1634,0.1998,-0.071,0.02
2.279,0.1581,0.0952,0.21,-0.07
2.5543,0.1442,0.2331,0.197,-0.08
3.1729,0.0679,0.1632,-0.026,-0.02
2.7549,0.1195,0.163,0.321,-0.13
2.3319,0.0983,0.1197,0.143,-0.26
3.0745,0.1672,0.1391,0.05,0.05
2.4749,0.1472,0.0355,0.156,-0.1
3.1002,0.0816,0.1607,0.014,0.04
2.392,0.0976,0.1086,0.103,-0.24
2.4401,0.1434,0.0517,-0.173,0.02
2.9008,0.0543,0.0368,0.107,-0.02
3.0783,0.0895,0.167,0.023,0.09
2.2722,0.1488,0.1007,0.161,-0.07
2.6088,0.1548,0.2253,0.161,-0.01
2.5704,0.1466,0.2335,0.13,-0.07
3.168,0.0624,0.1603,-0.115,0.06
2.5974,0.146,0.2385,0.107,0.03
2.99,0.0734,0.1742,0.076,0.02
2.6804,0.2401,0.2153,-0.053,0.04
2.3743,0.1696,0.1272,0.152,-0.06
2.3944,0.0921,0.1176,0.143,-0.32
2.7613,0.1103,0.2137,0.174,-0.05
2.7632,0.0888,0.0468,0.196,0.06
2.3781,0.0613,0.0609,0.152,-0.03
2.7984,0.1297,0.1556,0.014,0.06
3.1544,0.1517,0.0234,-0.165,-0.09
3.1349,0.1476,0.0185,-0.053,0.05
2.6322,0.186,0.0777,0.143,-0.07
2.9927,0.0822,0.1789,0.054,0.02
3.2028,0.1549,0.0111,-0.053,-0.05
2.8619,0.0421,0.037,0.099,-0.06
3.1679,0.1516,0.0221,-0.085,-0.04
2.2871,0.1388,0.0356,0.156,-0.36
2.9936,0.0526,0.1824,0.063,0.08
3.2174,0.0962,0.2849,0.085,0.18
3.125,0.1329,0.1229,0.081,0.02
2.7536,0.1343,0.156,0.116,0.01
2.562,0.15,0.2673,0.17,-0.04
2.5449,0.1744,0.1168,0.219,-0.1
2.6932,0.2699,0.2044,-0.01,-0.17
3.1121,0.0515,0.2298,-0.178,0.01
2.6051,0.1474,0.2205,0.223,-0.05
2.6612,0.1647,0.2271,0.147,0.01
2.5559,0.1655,0.1463,0.032,0.04
3.1561,0.0301,0.1886,0.241,-0.08
2.1976,0.1146,0.085,0.206,-0.08
3.2276,0.0275,0.0651,0.045,0.11
2.6531,0.1494,0.2821,0.156,-0.1
2.6727,0.106,0.1931,0.116,-0.15
2.3949,0.1598,0.0252,0.112,-0.07
2.6715,0.1518,0.2435,0.236,-0.08
3.4176,0.1703,0.0754,0.117,0.1
2.8836,0.031,0.2092,-0.084,-0.03
2.7708,0.126,0.1611,0.13,-0.08
2.9901,0.0243,0.1771,0.014,0.04
2.7335,0.1337,0.0867,0.143,-0.15
2.7959,0.283,0.1673,0.094,0.15
2.3919,0.2387,0.2306,0.179,0.05
2.5833,0.1536,0.1979,0.09,0.18
3.0541,0.1142,0.1955,0.076,-0.04
3.1403,0.1413,0.2541,-0.017,-0.16
3.1515,0.0692,0.186,0.117,0.11
3.008,0.0697,0.1803,0.014,0.02
2.601,0.1522,0.2582,0.245,0
3.1978,0.1291,0.2865,-0.271,0.11
2.6855,0.2137,0.2266,0.139,-0.05
2.6707,0.1722,0.2099,0.049,0.1
3.009,0.1072,0.1646,0.027,0
3.0712,0.0689,0.2716,0.116,-0.04
2.6503,0.1426,0.2328,0.139,-0.03
2.602,0.1174,0.2533,0.205,-0.08
3.0627,0.2849,0.1691,-0.071,0.1
2.6356,0.1033,0.2574,0.219,0.06
2.6929,0.0286,0.1911,0.148,0.11
3.1982,0.0899,0.2448,-0.053,0.07
2.8,0.23,0.2874,-0.004,0
3.1658,0.0917,0.2808,-0.066,0.01
3.0684,0.0731,0.1662,0.276,-0.1
3.2145,0.0866,0.2808,-0.084,0.16
3.1317,0.1125,0.1088,-0.093,0.17
3.2246,0.1259,0.2222,-0.044,-0.02
2.7854,0.0791,0.0728,0.063,-0.08
2.3009,0.08,0.07,0.147,-0.38
3.1621,0.1183,0.0708,-0.031,0.04
2.6528,0.0776,0.2156,-0.084,-0.06
2.9117,0.0527,0.0357,0.076,-0.09
3.1299,0.2002,0.2994,0.125,0.09
3.1686,0.1503,0.0264,-0.071,-0.04
3.2134,0.1489,0.0249,-0.04,0.07
3.0519,0.0836,0.1821,0.112,-0.02
2.5535,0.2028,0.039,-0.027,0.04
2.5308,0.1442,0.0914,0.05,0.06
3.1721,0.061,0.1571,-0.115,0.08
2.7247,0.1046,0.1576,0.147,-0.13
3.0541,0.1142,0.1955,0.103,-0.01
3.1403,0.1413,0.2541,0.014,0
2.6849,0.1297,0.2359,0.205,-0.09
3.1326,0.1256,0.2112,-0.071,0.15
3.0351,0.0702,0.1643,0.032,0
2.4057,0.1682,0.2001,0.276,-0.06
2.4178,0.044,0.1038,0.197,-0.44
2.256,0.1558,0.0392,0.188,-0.1
2.8374,0.0504,0.0376,0.125,0.04
2.3608,0.1833,0.0093,0.081,-0.09
3.2083,0.1256,0.0921,-0.098,-0.08
3.1495,0.145,0.0216,-0.116,0.01
3.1937,0.1688,0.0256,-0.071,-0.01
2.9865,0.0836,0.1136,-0.076,0.02
3.0967,0.1133,0.1206,0.053,-0.07
3.0938,0.158,0.0327,-0.12,-0.01
2.2538,0.1356,0.0636,0.183,-0.11
2.3124,0.2027,0.1338,0.086,0.13
3.1515,0.0692,0.186,0.138,0.15
3.008,0.0697,0.1803,-0.031,-0.18
2.9872,0.0836,0.1814,0.04,0.1
3.0231,0.073,0.1768,0.067,-0.01
2.6239,0.2182,0.2104,-0.076,-0.04
2.3526,0.182,0.1511,0.166,-0.05
3.0846,0.2012,0.213,-0.089,0
2.6094,0.2624,0.0937,0.13,-0.26
2.7724,0.1422,0.0657,0.143,0
3.0195,0.0812,0.1764,0.041,0.01
3.123,0.1308,0.0221,-0.066,0
3.019,0.0626,0.0369,0.121,-0.05
2.6638,0.1724,0.0381,0.036,-0.09
2.9176,0.0669,0.0367,0.103,0.02
2.6511,0.1634,0.1998,-0.169,0
2.5543,0.1442,0.2331,0.25,-0.07
3.0651,0.0664,0.1635,0.014,0.04
3.1729,0.0679,0.1632,-0.173,0.11
2.601,0.1522,0.2582,0.175,0.05
3.1978,0.1291,0.2865,-0.107,0.04
2.3319,0.0983,0.1197,0.228,-0.12
3.0745,0.1672,0.1391,0.045,-0.01
2.2216,0.2028,0.0868,0.183,-0.03
2.958,0.0536,0.2369,0.014,0.03
3.4995,0.0623,0.1717,-0.093,0.17
3.4086,0.1102,0.1653,-0.107,0.05
3.1002,0.0816,0.1607,0.023,0.01
2.3663,0.1851,0.1499,0.125,-0.11
3.1923,0.2127,0.1751,0.112,0.09
2.4401,0.1434,0.0517,-0.093,-0.05
2.9008,0.0543,0.0368,0.156,-0.16
3.0105,0.0608,0.1592,0.129,-0.05
3.0755,0.0329,0.2163,0.005,-0.15
2.6088,0.1548,0.2253,0.107,0.07
3.0842,0.1291,0.1395,-0.102,-0.02
3.168,0.0624,0.1603,-0.071,0
3.009,0.1072,0.1646,0.027,0.06
3.0712,0.0689,0.2716,0.089,0.03
2.6349,0.0994,0.261,0.107,-0.05
3.1639,0.0753,0.2753,-0.009,-0.1
3.1159,0.11,0.2362,-0.053,0.12
2.9708,0.0376,0.1641,0.081,0.01
2.7465,0.1229,0.1255,0.081,-0.01
3.0759,0.0763,0.0711,-0.116,-0.16
2.3781,0.0613,0.0609,0.125,-0.05
3.1813,0.1521,0.0388,-0.022,0.09
2.9986,0.0855,0.191,0.023,0.09
2.4742,0.0653,0.094,0.205,-0.33
3.1062,0.1168,0.106,-0.129,0
3.157,0.1581,0.0189,-0.013,-0.11
2.6537,0.202,0.0518,-0.137,0.15
2.2871,0.1388,0.0356,0.063,-0.34
2.7536,0.1343,0.156,0.138,0.05
3.3878,0.0666,0.2047,0.255,0.16
2.562,0.15,0.2673,0.179,-0.1
2.5449,0.1744,0.1168,0.085,0.08
2.6929,0.0286,0.1911,0.121,0.06
3.1982,0.0899,0.2448,-0.004,-0.05
2.583,0.1506,0.2047,0.205,0
2.5559,0.1655,0.1463,0.206,-0.24
3.3596,0.1286,0.1964,0.09,0
2.7428,0.04,0.092,-0.013,0.01
3.0712,0.1896,0.0562,-0.111,-0.02
2.6531,0.1494,0.2821,0.112,-0.07
2.6727,0.106,0.1931,0.139,-0.18
3.2213,0.1502,0.0237,-0.129,0.03
3.0959,0.1375,0.0232,-0.075,-0.02
3.1684,0.1478,0.0263,-0.08,-0.01
3.1735,0.0675,0.1655,-0.036,-0.04
3.2013,0.148,0.0277,-0.08,-0.02
3.1856,0.2585,0.2616,0.107,0.02
3.1544,0.1061,0.1021,-0.115,-0.03
2.3919,0.2387,0.2306,0.192,-0.13
2.5923,0.1591,0.1295,0.063,0.05
3.1658,0.0917,0.2808,-0.098,0.07
3.0684,0.0731,0.1662,0.094,0.01
2.6932,0.2699,0.2044,-0.124,0.01
3.2145,0.0866,0.2808,-0.049,0.04
3.1231,0.2031,0.2865,0.17,0.13
3.0955,0.033,0.2388,-0.129,0.08
2.5805,0.1381,0.2617,0.125,-0.13
2.9979,0.0854,0.1755,0.081,0.05
2.5969,0.1424,0.2359,0.17,-0.15
3.0056,0.0792,0.1763,0.085,0.02
3.0914,0.1354,0.037,-0.093,-0.03
2.983,0.069,0.1774,-0.013,0.04
2.8939,0.0374,0.0383,0.196,-0.01
2.8374,0.0504,0.0376,0.107,0.01
3.2083,0.1256,0.0921,-0.12,-0.09
3.1299,0.2002,0.2994,0.152,0.01
2.4482,0.1309,0.0962,0.04,-0.02
2.2558,0.1328,0.0444,0.081,-0.03
3.0938,0.158,0.0327,-0.085,-0.04
3.0216,0.11,0.065,-0.151,0.04
2.2538,0.1356,0.0636,0.188,-0.05
2.3124,0.2027,0.1338,0.183,0.07
2.7575,0.1856,0.2844,0.597,-0.06
2.9949,0.0615,0.1671,0.072,0.01
3.0118,0.048,0.1741,0.174,-0.03
2.9983,0.0628,0.1747,0.134,-0.05
3.1515,0.0692,0.186,0.126,0.1
3.008,0.0697,0.1803,0.027,0
2.9872,0.0836,0.1814,0.068,0
3.2113,0.0404,0.2006,0.219,-0.04
2.6239,0.2182,0.2104,-0.147,0.1
3.1167,0.1964,0.2911,0.175,0.06
2.6317,0.101,0.2667,0.157,-0.04
3.0922,0.1907,0.2221,-0.039,0.1
3.1036,0.209,0.2382,-0.124,0.13
2.3526,0.182,0.1511,0.099,-0.02
2.5712,0.1673,0.1328,0.116,-0.05
2.6094,0.2624,0.0937,0.094,-0.07
2.7724,0.1422,0.0657,0.148,-0.08
3.123,0.1308,0.0221,-0.098,0.03
2.98,0.1329,0.0171,-0.165,-0.04
3.1389,0.1537,0.0198,-0.067,0.02
2.6638,0.1724,0.0381,-0.075,0.07
2.6384,0.1467,0.2374,0.116,-0.02
3.1969,0.1135,0.1092,-0.106,0.04
2.6511,0.1634,0.1998,-0.138,0.01
2.5709,0.1614,0.2325,0.152,-0.13
2.7289,0.2594,0.1591,-0.058,-0.01
2.3687,0.0624,0.0947,0.139,-0.06
3.1729,0.0679,0.1632,-0.111,0.03
3.0885,0.1019,0.1441,-0.111,0.08
2.601,0.1522,0.2582,0.196,0.07
2.9792,0.1569,0.2516,-0.107,0.02
2.5619,0.0905,0.2627,0.165,-0.03
3.0731,0.0848,0.2055,-0.062,0.18
2.6495,0.166,0.2005,-0.111,0.04
3.1413,0.0417,0.1995,0.335,-0.04
3.4086,0.1102,0.1653,-0.066,0
3.0195,0.0812,0.1764,0.009,0.11
3.1002,0.0816,0.1607,0.09,0
2.9013,0.0458,0.0354,0.027,-0.04
2.4401,0.1434,0.0517,-0.182,0.01
2.279,0.1581,0.0952,0.139,-0.06
3.0755,0.0329,0.2163,-0.098,0.02
3.0842,0.1291,0.1395,-0.058,0.03
3.009,0.1072,0.1646,-0.008,0.03
2.6349,0.0994,0.261,0.161,-0.07
3.1639,0.0753,0.2753,-0.107,0.11
2.6804,0.2401,0.2153,-0.08,-0.02
2.9708,0.0376,0.1641,0.072,0.01
2.958,0.0536,0.2369,-0.08,0.15
2.7465,0.1229,0.1255,0.063,0.04
2.4718,0.1414,0.0985,0.205,-0.44
3.1813,0.1521,0.0388,-0.044,0.15
3.2029,0.1611,0.0176,-0.089,-0.03
3.157,0.1581,0.0189,-0.102,0.01
3.0783,0.0895,0.167,0.041,0.05
2.7536,0.1343,0.156,0.156,-0.01
3.3878,0.0666,0.2047,0.13,0.21
2.8,0.23,0.2874,-0.053,0.06
